Axis,Voltage,Angle,Time
T,-8.0,-192.8,3.104
T,-8.0,-192.8,3.108
T,-8.0,-192.8,3.112
T,-8.0,-192.8,3.116
T,-8.0,-192.8,3.12
T,-8.0,-192.8,3.124
T,-8.0,-192.8,3.128
T,-8.0,-192.8,3.132
T,-8.0,-192.8,3.136
T,-8.0,-192.8,3.14
T,-8.0,-192.8,3.144
T,-8.0,-192.8,3.148
T,-8.0,-192.8,3.152
T,-8.0,-192.8,3.156
T,-8.0,-192.8,3.16
T,-8.0,-192.8,3.164
T,-8.0,-192.8,3.168
T,-8.0,-192.8,3.172
T,-8.0,-192.8,3.176
T,-8.0,-192.8,3.18
T,-8.0,-192.8,3.184
T,-8.0,-192.8,3.188
T,-8.0,-192.8,3.192
T,-8.0,-192.8,3.196
T,-8.0,-192.8,3.2
T,-8.0,-192.8,3.204
T,-8.0,-192.8,3.208
T,-8.0,-192.8,3.212
T,-8.0,-192.8,3.216
T,-8.0,-192.8,3.22
T,-8.0,-192.8,3.224
T,-8.0,-192.8,3.228
T,-8.0,-192.8,3.232
T,-8.0,-193.6,3.236
T,-8.0,-193.6,3.24
T,-8.0,-193.6,3.244
T,-8.0,-193.6,3.248
T,-8.0,-194.4,3.252
T,-8.0,-194.4,3.256
T,-8.0,-194.4,3.26
T,-8.0,-195.2,3.264
T,-8.0,-195.2,3.268
T,-8.0,-195.2,3.272
T,-8.0,-195.2,3.276
T,-8.0,-195.2,3.28
T,-8.0,-196.0,3.284
T,-8.0,-196.0,3.288
T,-8.0,-196.0,3.292
T,-8.0,-196.0,3.296
T,-8.0,-196.0,3.3
T,-8.0,-196.8,3.304
T,-8.0,-196.8,3.308
T,-8.0,-196.8,3.312
T,-8.0,-196.8,3.316
T,-8.0,-197.6,3.32
T,-8.0,-197.6,3.324
T,-8.0,-197.6,3.328
T,-8.0,-198.4,3.332
T,-8.0,-198.4,3.336
T,-8.0,-198.4,3.34
T,-8.0,-198.4,3.344
T,-8.0,-199.2,3.348
T,-8.0,-199.2,3.352
T,-8.0,-199.2,3.356
T,-8.0,-199.2,3.36
T,-8.0,-200.0,3.364
T,-8.0,-200.0,3.368
T,-8.0,-200.0,3.372
T,-8.0,-200.8,3.376
T,-8.0,-200.8,3.38
T,-8.0,-200.8,3.384
T,-8.0,-200.8,3.388
T,-8.0,-201.6,3.392
T,-8.0,-201.6,3.396
T,-8.0,-201.6,3.4
T,-8.0,-202.4,3.404
T,-8.0,-202.4,3.408
